INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,NMDC,29-Aug-2024,2024-08-29,190.00,PE,0.10,0.15,0.05,0.05,0.05,32,273.74175,1017000,9000,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,225.00,CE,8.05,11.85,7.75,11.10,11.10,484,5107.97475,927000,-27000,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,225.00,CE,2.30,6.55,1.80,5.75,5.75,4620,47525.9287,2227500,-1008000,26-AUG-2024
OPTSTK,NMDC,31-Oct-2024,2024-10-31,200.00,CE,0.00,0.00,0.00,41.40,37.30,0,0.00,0,0,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,200.00,PE,1.70,1.80,1.00,1.05,1.05,221,2001.66975,918000,-58500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,245.00,CE,2.80,4.00,2.45,3.70,3.70,80,893.63025,211500,90000,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,245.00,PE,21.50,21.65,15.00,15.80,15.80,57,675.56475,661500,-139500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,245.00,PE,22.65,23.60,18.75,18.90,18.90,6,71.8785,49500,27000,26-AUG-2024
OPTSTK,NMDC,31-Oct-2024,2024-10-31,250.00,PE,0.00,0.00,0.00,30.95,28.85,0,0.00,0,0,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,250.00,PE,26.00,27.90,19.65,20.65,20.65,116,1421.0235,1629000,-297000,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,220.00,CE,5.05,10.95,4.25,10.15,10.15,1067,10917.0967,1921500,-319500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,220.00,CE,10.25,15.00,10.00,14.15,14.15,631,6604.15275,1399500,193500,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,215.00,PE,1.00,1.00,0.25,0.30,0.30,513,4975.68825,1035000,-139500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,215.00,CE,14.10,18.25,13.35,17.75,17.75,21,218.13525,99000,0,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,215.00,CE,9.75,15.80,8.10,14.85,14.85,125,1283.87025,648000,-229500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,265.00,PE,39.00,39.00,39.00,39.00,36.85,1,13.68,27000,0,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,265.00,PE,39.00,39.00,39.00,39.00,35.65,1,13.68,72000,-4500,26-AUG-2024
OPTSTK,NMDC,26-Sep-2024,2024-09-26,180.00,PE,0.45,0.50,0.35,0.35,0.35,10,81.18225,234000,-22500,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,230.00,PE,8.90,8.90,2.65,3.10,3.10,870,9178.8345,2628000,-234000,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,255.00,PE,32.50,32.50,30.00,30.00,25.70,2,25.7625,306000,-9000,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,255.00,CE,0.15,0.20,0.05,0.20,0.20,104,1194.138,1278000,-229500,26-AUG-2024
OPTSTK,NMDC,29-Aug-2024,2024-08-29,280.00,CE,0.10,0.10,0.05,0.05,0.05,113,1424.1195,1962000,-216000,26-AUG-2024
OPTSTK,NMDC,31-Oct-2024,2024-10-31,190.00,CE,0.00,0.00,0.00,48.65,45.05,0,0.00,0,0,26-AUG-2024
