INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,GAIL,26-Dec-2024,2024-12-26,170.00,CE,0.00,0.00,0.00,42.75,35.65,0,0.00,9150,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,165.00,CE,0.00,0.00,0.00,62.70,40.65,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,192.50,CE,15.95,16.40,13.65,13.65,14.55,13,123.568462,109800,9150,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,192.50,PE,0.00,0.00,0.00,2.50,4.90,0,0.00,4700,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,195.00,PE,0.00,0.00,0.00,14.65,7.80,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,205.00,CE,0.00,0.00,0.00,15.35,15.25,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,205.00,CE,5.05,6.15,3.95,4.35,4.35,1283,12311.2106,2264625,224175,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,150.00,PE,0.00,0.00,0.00,0.10,0.05,0,0.00,59475,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,170.00,PE,0.00,0.00,0.00,0.25,0.80,0,0.00,11750,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,170.00,PE,0.00,0.00,0.00,5.35,1.70,0,0.00,0,0,12-DEC-2024
FUTSTK,GAIL,30-Jan-2025,2025-01-30,,,207.84,209.85,206.24,207.31,207.31,358,1746.60436,2815300,204450,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,180.00,PE,0.25,0.25,0.20,0.25,0.25,88,725.501212,1619550,-59475,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,230.00,PE,0.00,0.00,0.00,36.75,27.70,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,230.00,PE,0.00,0.00,0.00,22.20,24.60,0,0.00,581025,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,230.00,CE,0.25,0.25,0.20,0.20,0.20,172,1811.61536,2250900,59475,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,220.00,CE,3.35,3.70,3.15,3.30,3.30,53,278.27055,190350,18800,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,220.00,CE,0.70,0.85,0.45,0.50,0.50,903,9113.75456,4876950,36600,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,190.00,CE,17.05,17.05,16.45,16.60,16.60,9,85.2025125,969900,41175,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,187.50,PE,0.30,0.35,0.30,0.35,0.65,24,206.257012,452925,73200,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,210.00,PE,0.00,0.00,0.00,22.95,14.75,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,210.00,PE,6.45,7.00,4.95,6.25,6.25,415,4101.61331,3623400,9150,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,210.00,CE,7.30,7.40,6.50,6.75,6.75,28,142.801275,166850,28200,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,240.00,CE,0.00,0.00,0.00,6.35,2.00,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,170.00,CE,0.00,0.00,0.00,35.15,39.35,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,202.50,PE,0.00,0.00,0.00,16.25,8.75,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,187.50,CE,0.00,0.00,0.00,20.55,22.85,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,182.50,PE,0.00,0.00,0.00,7.15,2.40,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,182.50,CE,0.00,0.00,0.00,19.20,23.45,0,0.00,27450,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,182.50,CE,0.00,0.00,0.00,23.60,26.75,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,165.00,PE,0.00,0.00,0.00,0.40,0.45,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,165.00,PE,0.05,0.05,0.05,0.05,0.05,4,30.20415,86925,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,165.00,CE,0.00,0.00,0.00,41.60,42.15,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,162.50,PE,0.00,0.00,0.00,0.10,0.05,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,247.50,PE,6.40,19.50,6.30,17.60,17.60,1045,10179.9637,375000,-532500,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,275.00,PE,0.00,0.00,0.00,53.75,45.35,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,275.00,CE,3.05,3.05,3.00,3.00,3.65,3,31.276875,18750,7500,12-DEC-2024
FUTSTK,NATIONALUM,27-Feb-2025,2025-02-27,,,249.40,249.44,231.72,233.94,233.94,235,2084.32612,686250,517500,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,265.00,CE,2.55,2.80,0.60,0.65,0.65,2457,24528.2606,2160000,1121250,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,265.00,PE,0.00,0.00,0.00,46.30,37.10,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,230.00,CE,24.10,24.10,13.65,14.40,14.40,92,845.43,251250,217500,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,230.00,PE,1.80,7.00,1.80,5.60,5.60,11067,97458.3037,5126250,-3341250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,180.00,PE,0.15,0.30,0.10,0.25,0.25,11,74.3325,153750,26250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,225.00,CE,20.25,20.25,9.20,10.45,10.45,391,3462.42187,438750,311250,12-DEC-2024
OPTSTK,NATIONALUM,27-Feb-2025,2025-02-27,225.00,CE,0.00,0.00,0.00,42.15,23.90,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,27-Feb-2025,2025-02-27,255.00,CE,34.80,34.90,9.35,9.95,11.65,35,359.068125,48750,7500,12-DEC-2024
OPTSTK,NATIONALUM,27-Feb-2025,2025-02-27,255.00,PE,0.00,0.00,0.00,28.05,32.25,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,255.00,PE,10.55,25.85,10.30,24.10,24.10,366,3710.97187,1147500,3750,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,200.00,PE,0.15,0.60,0.10,0.40,0.40,1219,9161.44875,1278750,476250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,200.00,CE,0.00,0.00,0.00,53.50,31.75,0,0.00,146250,0,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,217.50,PE,1.15,2.65,1.15,1.80,1.80,671,5522.88937,315000,131250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,222.50,CE,15.90,15.95,11.90,12.20,12.20,35,311.00625,26250,26250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,222.50,PE,1.15,3.95,1.15,2.85,2.85,937,7916.85562,438750,120000,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,220.00,CE,27.00,27.00,12.55,13.90,13.90,1145,10093.6968,607500,-60000,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,262.50,CE,0.00,0.00,0.00,9.25,5.80,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,257.50,CE,4.65,4.90,0.90,1.05,1.05,1803,17556.4068,1203750,596250,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,210.00,PE,3.70,4.55,3.55,3.90,3.90,14,112.38375,22500,22500,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,210.00,CE,33.50,33.50,23.05,23.05,23.05,11,97.1625,30000,-7500,12-DEC-2024
OPTSTK,NATIONALUM,27-Feb-2025,2025-02-27,210.00,CE,0.00,0.00,0.00,51.95,32.70,0,0.00,0,0,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,240.00,PE,3.85,13.35,3.80,11.60,11.60,4640,43200.2681,2295000,-146250,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,202.50,PE,0.25,0.70,0.25,0.45,0.45,192,1461.86062,135000,93750,12-DEC-2024
OPTSTK,NATIONALUM,26-Dec-2024,2024-12-26,285.00,CE,0.70,0.70,0.20,0.25,0.25,325,3477.60937,903750,108750,12-DEC-2024
FUTSTK,NATIONALUM,26-Dec-2024,2024-12-26,,,251.39,251.80,229.38,231.86,231.86,25168,223763.941,68902500,15536250,12-DEC-2024
OPTSTK,NATIONALUM,30-Jan-2025,2025-01-30,205.00,CE,0.00,0.00,0.00,38.70,32.40,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,202.50,CE,0.00,0.00,0.00,13.00,13.25,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,235.00,CE,0.15,0.15,0.10,0.15,0.15,22,236.676187,471225,-18300,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,235.00,PE,0.00,0.00,0.00,38.15,30.40,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,235.00,CE,0.00,0.00,0.00,7.40,2.70,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,207.50,CE,0.00,0.00,0.00,11.00,10.75,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,175.00,PE,0.15,0.20,0.15,0.20,0.05,18,144.238312,521550,-82350,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,220.00,PE,14.60,14.90,12.45,14.90,14.90,15,160.4544,1459425,-4575,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,215.00,PE,8.85,10.50,8.85,10.50,10.50,9,92.6414625,786900,-18300,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,215.00,CE,1.35,1.75,1.00,1.10,1.10,908,8983.92063,3838425,41175,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,215.00,CE,4.50,5.00,4.35,4.85,4.85,7,36.13125,42300,14100,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,177.50,CE,0.00,0.00,0.00,28.70,28.25,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,177.50,PE,0.00,0.00,0.00,5.55,1.60,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,200.00,PE,1.85,2.05,1.35,1.70,1.70,1128,10407.7384,3939075,164700,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,200.00,CE,0.00,0.00,0.00,17.50,17.85,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,200.00,PE,0.00,0.00,0.00,17.20,9.85,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,190.00,CE,0.00,0.00,0.00,24.55,21.05,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,195.00,CE,14.05,14.05,11.25,11.25,12.60,2,18.999975,645075,-4575,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,207.50,PE,4.95,5.35,3.65,4.70,4.70,627,6083.69546,1216950,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,227.50,PE,0.00,0.00,0.00,33.30,24.35,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,240.00,PE,0.00,0.00,0.00,32.20,34.25,0,0.00,864675,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,187.50,CE,0.00,0.00,0.00,19.50,18.85,0,0.00,91500,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,202.50,PE,2.80,2.85,1.90,2.40,2.40,629,5894.81201,1125450,219600,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,220.00,PE,0.00,0.00,0.00,29.50,20.75,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,220.00,CE,0.00,0.00,0.00,10.15,9.05,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,235.00,PE,0.00,0.00,0.00,24.70,29.40,0,0.00,100650,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,200.00,CE,7.85,9.60,6.95,7.65,7.65,189,1798.62007,2932575,82350,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,160.00,PE,0.00,0.00,0.00,0.10,0.05,0,0.00,164700,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,172.50,PE,0.00,0.00,0.00,0.40,0.05,0,0.00,13725,0,12-DEC-2024
OPTSTK,GAIL,30-Jan-2025,2025-01-30,175.00,CE,0.00,0.00,0.00,34.10,33.05,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,215.00,PE,0.00,0.00,0.00,26.10,17.60,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,27-Feb-2025,2025-02-27,215.00,CE,0.00,0.00,0.00,11.70,10.85,0,0.00,0,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,227.50,PE,0.00,0.00,0.00,18.35,22.25,0,0.00,73200,0,12-DEC-2024
OPTSTK,GAIL,26-Dec-2024,2024-12-26,227.50,CE,0.35,0.35,0.20,0.20,0.20,18,187.5567,384300,13725,12-DEC-2024
OPTSTK,GMRAIRPORT,27-Feb-2025,2025-02-27,104.00,CE,0.00,0.00,0.00,2.20,1.20,0,0.00,0,0,12-DEC-2024
OPTSTK,GMRAIRPORT,27-Feb-2025,2025-02-27,90.00,PE,0.00,0.00,0.00,11.40,8.50,0,0.00,0,0,12-DEC-2024
OPTSTK,GMRAIRPORT,30-Jan-2025,2025-01-30,90.00,PE,0.00,0.00,0.00,6.00,7.60,0,0.00,208125,0,12-DEC-2024
FUTSTK,GMRAIRPORT,30-Jan-2025,2025-01-30,,,86.23,86.23,85.00,85.41,85.41,1494,7177.34868,16408125,5473125,12-DEC-2024
OPTSTK,GMRAIRPORT,30-Jan-2025,2025-01-30,88.00,CE,0.00,0.00,0.00,3.15,3.70,0,0.00,5625,0,12-DEC-2024
OPTSTK,GMRAIRPORT,27-Feb-2025,2025-02-27,84.00,CE,0.00,0.00,0.00,7.85,6.90,0,0.00,0,0,12-DEC-2024
