INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,630.00,CE,16.45,21.40,16.25,18.50,18.50,1246,8084.868,621000,-29000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,550.00,PE,0.50,0.55,0.30,0.30,0.30,17,93.58,47000,-3000,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,600.00,PE,0.00,0.00,0.00,30.30,19.65,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,600.00,CE,0.00,0.00,0.00,75.80,65.10,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,580.00,PE,5.25,5.80,4.65,4.85,4.85,34,198.951,30000,13000,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,580.00,PE,0.00,0.00,0.00,23.10,13.60,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,610.00,PE,0.00,0.00,0.00,10.50,17.35,0,0.00,1000,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,690.00,CE,0.00,0.00,0.00,8.00,14.60,0,0.00,1000,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,600.00,CE,52.00,52.00,52.00,52.00,56.35,2,13.04,4000,2000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,740.00,PE,0.00,0.00,0.00,112.00,101.35,0,0.00,121000,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,620.00,CE,25.00,28.05,22.70,25.05,25.05,193,1244.754,207000,-13000,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,620.00,PE,0.00,0.00,0.00,38.70,27.25,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,560.00,PE,0.00,0.00,0.00,17.20,9.00,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,590.00,PE,2.05,2.25,1.45,1.45,1.45,247,1461.9125,291000,-32000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,520.00,CE,0.00,0.00,0.00,162.40,118.30,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,700.00,PE,0.00,0.00,0.00,84.15,73.10,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,700.00,CE,1.05,1.55,0.85,1.00,1.00,510,3575.464,604000,-7000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,660.00,PE,25.50,29.45,25.50,26.25,26.25,23,157.97,205000,-1000,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,680.00,CE,10.50,10.50,10.50,10.50,17.45,1,6.905,1000,1000,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,720.00,PE,0.00,0.00,0.00,98.15,87.95,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,720.00,CE,0.00,0.00,0.00,25.85,15.10,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,660.00,PE,0.00,0.00,0.00,62.90,41.40,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,660.00,CE,0.00,0.00,0.00,45.75,33.55,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,680.00,CE,0.00,0.00,0.00,38.10,26.10,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,720.00,PE,0.00,0.00,0.00,85.00,84.85,0,0.00,1000,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,720.00,CE,0.70,0.75,0.35,0.65,0.65,97,698.977,281000,4000,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,720.00,CE,0.00,0.00,0.00,26.35,8.30,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,690.00,CE,1.50,2.20,1.25,1.45,1.45,338,2337.5285,241000,13000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,710.00,CE,0.95,1.05,0.55,0.65,0.65,70,497.4735,198000,-30000,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,740.00,CE,0.00,0.00,0.00,0.25,0.25,0,0.00,142000,0,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,640.00,PE,0.00,0.00,0.00,48.30,36.45,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,660.00,CE,5.05,7.55,4.90,5.70,5.70,963,6414.161,691000,120000,11-DEC-2024
OPTSTK,LICHSGFIN,27-Feb-2025,2025-02-27,680.00,PE,0.00,0.00,0.00,71.10,59.50,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,680.00,PE,44.10,44.10,44.00,44.00,45.65,2,14.481,131000,-2000,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,680.00,PE,0.00,0.00,0.00,60.00,54.35,0,0.00,2000,0,11-DEC-2024
OPTSTK,LICHSGFIN,26-Dec-2024,2024-12-26,600.00,CE,40.05,42.10,38.00,41.40,41.40,27,172.973,125000,-3000,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,570.00,CE,0.00,0.00,0.00,86.20,78.80,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,570.00,PE,0.00,0.00,0.00,14.35,6.70,0,0.00,0,0,11-DEC-2024
OPTSTK,LICHSGFIN,30-Jan-2025,2025-01-30,650.00,CE,21.00,22.35,19.60,21.15,21.15,18,120.779,29000,6000,11-DEC-2024
