INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1540.00,CE,0.00,0.00,0.00,139.75,118.90,0,0.00,0,0,31-JAN-2025
FUTSTK,BHARTIARTL,27-Feb-2025,2025-02-27,,,1640.80,1640.80,1581.45,1633.65,1633.65,21525,165004.924,42551450,-17575,31-JAN-2025
OPTSTK,BHARTIARTL,27-Feb-2025,2025-02-27,1480.00,PE,8.65,24.15,8.50,9.00,9.00,1170,8309.53006,76000,17575,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1600.00,CE,85.35,92.95,80.30,90.00,90.00,8,64.1646625,1900,475,31-JAN-2025
OPTSTK,BHARTIARTL,27-Feb-2025,2025-02-27,1560.00,CE,85.00,96.85,72.00,96.85,96.85,283,2207.34447,23750,16150,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1680.00,PE,0.00,0.00,0.00,114.25,75.70,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1780.00,CE,0.00,0.00,0.00,25.30,13.15,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1580.00,PE,0.00,0.00,0.00,33.35,28.25,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Feb-2025,2025-02-27,1500.00,PE,9.75,29.35,9.75,11.30,11.30,3694,26658.8741,528675,103550,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1500.00,CE,0.00,0.00,0.00,171.00,150.90,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1500.00,PE,0.00,0.00,0.00,13.60,9.45,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Feb-2025,2025-02-27,1840.00,PE,0.00,0.00,0.00,260.15,205.40,0,0.00,0,0,31-JAN-2025
OPTSTK,BHARTIARTL,27-Mar-2025,2025-03-27,1440.00,PE,0.00,0.00,0.00,19.60,3.30,0,0.00,0,0,31-JAN-2025
