INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,600.00,CE,39.00,40.25,34.00,34.00,42.90,13,82.6495,27000,8000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,600.00,CE,24.80,33.50,24.25,27.65,27.65,862,5421.916,418000,-35000,06-JAN-2025
OPTSTK,GRANULES,27-Mar-2025,2025-03-27,660.00,CE,0.00,0.00,0.00,35.50,28.10,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,27-Mar-2025,2025-03-27,580.00,CE,0.00,0.00,0.00,67.80,63.95,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,27-Mar-2025,2025-03-27,640.00,CE,0.00,0.00,0.00,42.10,35.05,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,570.00,CE,46.00,55.15,46.00,55.15,49.20,11,68.2825,20000,-1000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,540.00,CE,0.00,0.00,0.00,58.00,73.45,0,0.00,4000,0,06-JAN-2025
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,570.00,PE,0.00,0.00,0.00,32.30,17.30,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,680.00,PE,0.00,0.00,0.00,110.00,79.45,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,650.00,CE,6.05,10.10,6.05,8.05,8.05,1581,10407.4585,254000,16000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,650.00,PE,40.00,45.95,38.05,45.95,45.95,17,117.699,18000,5000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,510.00,PE,0.00,0.00,0.00,1.75,0.85,0,0.00,44000,0,06-JAN-2025
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,520.00,PE,0.00,0.00,0.00,22.80,5.55,0,0.00,0,0,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,490.00,PE,0.00,0.00,0.00,1.00,0.30,0,0.00,1000,0,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,640.00,PE,30.00,39.45,30.00,38.95,38.95,52,351.319,22000,20000,06-JAN-2025
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,660.00,CE,11.00,14.00,11.00,12.60,18.90,42,282.4705,23000,23000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,570.00,PE,5.50,7.60,3.50,7.15,7.15,502,2887.885,187000,-27000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,550.00,CE,72.00,72.85,64.05,64.50,64.50,25,154.623,32000,6000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,590.00,PE,8.85,13.35,7.35,12.75,12.75,231,1386.6505,131000,-5000,06-JAN-2025
OPTSTK,GRANULES,27-Feb-2025,2025-02-27,630.00,CE,21.00,22.90,21.00,21.50,21.50,5,32.593,18000,3000,06-JAN-2025
OPTSTK,GRANULES,30-Jan-2025,2025-01-30,630.00,CE,10.60,17.15,10.60,13.80,13.80,1028,6624.453,251000,56000,06-JAN-2025
