INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,GAIL,25-Jul-2024,2024-07-25,200.00,CE,37.05,37.05,35.10,35.10,33.90,16,172.452337,269925,4575,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,242.50,PE,10.15,12.25,10.15,12.00,12.00,49,568.455187,123525,59475,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,220.00,CE,23.00,23.50,21.45,21.70,21.70,19,210.681037,128100,-9150,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,217.50,PE,0.80,1.20,0.75,1.05,1.05,187,1869.45708,613050,109800,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,260.00,PE,0.00,0.00,0.00,57.75,31.00,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,175.00,PE,0.00,0.00,0.00,0.10,0.00,0,0.00,4575,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,160.00,PE,0.00,0.00,0.00,0.10,0.00,0,0.00,32025,0,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,210.00,PE,3.25,3.85,3.05,3.75,3.75,62,605.261062,530700,150975,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,202.50,CE,0.00,0.00,0.00,18.25,31.45,0,0.00,4575,0,16-JUL-2024
OPTSTK,GAIL,26-Sep-2024,2024-09-26,190.00,PE,0.00,0.00,0.00,1.85,3.30,0,0.00,9150,0,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,190.00,CE,0.00,0.00,0.00,37.50,46.60,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,26-Sep-2024,2024-09-26,270.00,PE,0.00,0.00,0.00,53.90,41.10,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,195.00,PE,0.20,0.20,0.15,0.15,0.15,25,223.227975,338550,-32025,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,195.00,CE,0.00,0.00,0.00,28.85,38.80,0,0.00,22875,0,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,205.00,PE,0.00,0.00,0.00,3.65,3.95,0,0.00,50325,0,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,205.00,CE,0.00,0.00,0.00,21.00,34.15,0,0.00,4575,0,16-JUL-2024
FUTSTK,GAIL,29-Aug-2024,2024-08-29,,,240.27,240.70,234.85,235.36,235.36,2046,22192.9974,9927750,2438475,16-JUL-2024
OPTSTK,GAIL,26-Sep-2024,2024-09-26,240.00,PE,0.00,0.00,0.00,31.65,21.20,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,170.00,PE,0.00,0.00,0.00,0.05,0.00,0,0.00,73200,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,240.00,PE,7.45,10.55,7.10,10.10,10.10,552,6290.65931,2099925,173850,16-JUL-2024
OPTSTK,GAIL,26-Sep-2024,2024-09-26,240.00,CE,0.00,0.00,0.00,13.90,18.00,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,26-Sep-2024,2024-09-26,200.00,CE,0.00,0.00,0.00,32.35,41.60,0,0.00,0,0,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,200.00,PE,1.30,1.95,1.30,1.95,1.95,95,876.656925,521550,164700,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,200.00,CE,0.00,0.00,0.00,27.95,38.10,0,0.00,13725,0,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,242.50,CE,4.95,5.25,3.10,3.25,3.25,1184,13362.2825,2145675,-269925,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,202.50,PE,0.30,0.35,0.30,0.30,0.20,6,55.6754625,155550,-13725,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,255.00,CE,1.80,1.85,1.00,1.05,1.05,531,6228.51937,1884900,77775,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,247.50,PE,14.20,14.70,14.05,14.15,15.95,7,83.8323,73200,27450,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,235.00,CE,15.35,15.35,13.45,13.65,13.65,124,1413.59493,366000,164700,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,235.00,CE,8.70,8.80,5.55,5.80,5.80,3217,35604.1323,6148800,1619550,16-JUL-2024
OPTSTK,GAIL,29-Aug-2024,2024-08-29,235.00,PE,12.20,13.50,11.80,13.20,13.20,57,645.48675,128100,86925,16-JUL-2024
OPTSTK,GAIL,25-Jul-2024,2024-07-25,250.00,CE,2.75,2.95,1.65,1.75,1.75,2860,32998.8207,5997825,-32025,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,620.00,PE,0.00,0.00,0.00,0.50,1.30,0,0.00,91000,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,620.00,CE,0.00,0.00,0.00,67.55,85.35,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,620.00,PE,0.00,0.00,0.00,30.00,21.35,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,560.00,CE,0.00,0.00,0.00,135.55,142.30,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,560.00,PE,0.00,0.00,0.00,13.15,7.90,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,680.00,PE,0.00,0.00,0.00,21.00,35.35,0,0.00,1300,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,720.00,PE,0.00,0.00,0.00,45.00,66.55,0,0.00,1300,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,700.00,CE,0.00,0.00,0.00,50.15,38.20,0,0.00,2600,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,610.00,PE,0.00,0.00,0.00,1.15,0.75,0,0.00,1300,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,840.00,PE,0.00,0.00,0.00,168.15,154.70,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,710.00,PE,0.00,0.00,0.00,65.85,51.40,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,710.00,CE,12.00,12.00,12.00,12.00,10.00,1,9.386,120900,-1300,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,780.00,CE,0.00,0.00,0.00,26.95,24.45,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,580.00,CE,0.00,0.00,0.00,149.50,107.55,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,800.00,CE,0.00,0.00,0.00,22.55,20.00,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,800.00,PE,0.00,0.00,0.00,135.85,122.15,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,670.00,PE,0.00,0.00,0.00,43.50,30.75,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,820.00,CE,0.00,0.00,0.00,2.25,0.10,0,0.00,110500,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,740.00,CE,4.75,6.80,4.75,6.80,3.60,2,19.39015,406900,-2600,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,790.00,PE,0.00,0.00,0.00,123.40,108.60,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,760.00,PE,0.00,0.00,0.00,51.25,73.90,0,0.00,83200,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,770.00,CE,0.00,0.00,0.00,19.65,15.80,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,770.00,PE,0.00,0.00,0.00,107.70,92.65,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,640.00,PE,0.00,0.00,0.00,37.75,28.00,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,810.00,CE,0.00,0.00,0.00,1.00,0.15,0,0.00,48100,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,620.00,CE,0.00,0.00,0.00,93.50,96.60,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,560.00,PE,0.00,0.00,0.00,1.50,0.05,0,0.00,1300,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,800.00,CE,0.00,0.00,0.00,19.00,10.30,0,0.00,2600,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,610.00,CE,0.00,0.00,0.00,89.60,92.85,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,640.00,PE,0.00,0.00,0.00,0.05,3.50,0,0.00,24700,0,16-JUL-2024
OPTSTK,GNFC,25-Jul-2024,2024-07-25,660.00,PE,7.00,7.00,6.00,6.00,7.85,26,225.1782,71500,-33800,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,660.00,PE,0.00,0.00,0.00,55.60,26.55,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,26-Sep-2024,2024-09-26,840.00,CE,0.00,0.00,0.00,15.60,13.10,0,0.00,0,0,16-JUL-2024
OPTSTK,GNFC,29-Aug-2024,2024-08-29,800.00,PE,0.00,0.00,0.00,156.70,116.90,0,0.00,0,0,16-JUL-2024
