INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,142.50,PE,1.45,1.45,0.85,0.85,0.40,10,38.72745,99900,-8100,06-MAR-2025
FUTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,,,161.13,162.80,158.90,161.23,161.23,231,1005.70302,2300400,70200,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,172.50,CE,1.25,1.60,1.10,1.20,1.20,43,201.7845,315900,48600,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,150.00,PE,0.00,0.00,0.00,7.80,5.05,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,162.50,PE,6.50,7.85,5.75,6.15,6.15,117,533.4093,116100,78300,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,130.00,CE,0.00,0.00,0.00,32.15,32.45,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,120.00,CE,0.00,0.00,0.00,40.75,41.65,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,167.50,CE,0.00,0.00,0.00,6.70,5.20,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,160.00,PE,6.70,6.70,6.70,6.70,7.30,1,4.5009,2700,2700,06-MAR-2025
OPTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,175.00,PE,0.00,0.00,0.00,11.15,16.90,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,155.00,PE,0.00,0.00,0.00,9.95,6.95,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,155.00,CE,0.00,0.00,0.00,12.00,13.85,0,0.00,2700,0,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,165.00,PE,0.00,0.00,0.00,15.15,11.90,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,190.00,CE,0.00,0.00,0.00,3.90,2.35,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,125.00,PE,0.00,0.00,0.00,0.35,0.15,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,177.50,PE,17.55,17.80,17.55,17.65,17.65,4,21.07485,10800,10800,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,167.50,PE,9.50,10.50,8.60,8.95,9.65,22,105.0138,27000,10800,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,190.00,PE,0.00,0.00,0.00,30.70,29.80,0,0.00,718200,0,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,160.00,PE,4.75,6.40,4.40,4.95,4.95,720,3210.6564,1655100,288900,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,175.00,PE,0.00,0.00,0.00,21.55,18.25,0,0.00,0,0,06-MAR-2025
FUTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,,,160.63,161.80,157.84,160.27,160.27,4205,18180.5831,68779800,993600,06-MAR-2025
OPTSTK,ABCAPITAL,29-May-2025,2025-05-29,145.00,PE,0.00,0.00,0.00,5.95,3.55,0,0.00,0,0,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,140.00,CE,0.00,0.00,0.00,17.95,20.35,0,0.00,78300,0,06-MAR-2025
OPTSTK,ABCAPITAL,27-Mar-2025,2025-03-27,160.00,CE,5.70,6.30,4.45,5.25,5.25,2439,10893.8385,2540700,-29700,06-MAR-2025
OPTSTK,ABCAPITAL,24-Apr-2025,2025-04-24,145.00,CE,0.00,0.00,0.00,36.65,17.90,0,0.00,0,0,06-MAR-2025
