INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,325.00,CE,11.55,14.30,10.50,11.35,11.35,213,1866.514,234000,218400,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,325.00,CE,0.00,0.00,0.00,36.40,18.55,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,325.00,PE,0.00,0.00,0.00,15.30,17.55,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,290.00,CE,0.00,0.00,0.00,54.45,35.90,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,290.00,PE,1.60,2.25,1.35,1.60,1.60,66,500.6378,39000,39000,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,305.00,CE,24.50,24.50,23.75,23.75,23.95,3,25.6815,5200,5200,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,290.00,PE,0.00,0.00,0.00,14.95,4.85,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,290.00,CE,0.00,0.00,0.00,43.80,40.50,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,280.00,CE,0.00,0.00,0.00,50.20,48.55,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,280.00,CE,0.00,0.00,0.00,61.30,44.90,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,280.00,PE,1.35,1.45,0.85,0.95,0.95,31,226.6459,46800,46800,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,280.00,PE,0.00,0.00,0.00,11.55,3.00,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,26-Dec-2024,2024-12-26,370.00,PE,0.00,0.00,0.00,43.00,50.25,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,370.00,PE,44.25,46.35,44.25,46.35,46.70,2,21.5956,161200,-2600,07-OCT-2024
OPTSTK,ABFRL,26-Dec-2024,2024-12-26,350.00,PE,0.00,0.00,0.00,31.15,35.80,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,350.00,PE,19.15,28.15,18.80,27.30,27.30,53,517.2193,1237600,-36400,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,370.00,CE,2.30,2.80,1.10,1.30,1.30,316,3052.2713,1378000,-7800,07-OCT-2024
OPTSTK,ABFRL,26-Dec-2024,2024-12-26,370.00,CE,0.00,0.00,0.00,21.70,8.60,0,0.00,0,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,360.00,PE,27.15,37.65,27.15,36.30,36.30,42,431.2841,837200,-15600,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,310.00,PE,0.00,0.00,0.00,4.10,10.85,0,0.00,2600,0,07-OCT-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,310.00,CE,22.35,22.65,19.70,20.20,20.20,8,68.848,5200,5200,07-OCT-2024
OPTSTK,ABFRL,28-Nov-2024,2024-11-28,310.00,CE,0.00,0.00,0.00,32.70,26.70,0,0.00,0,0,07-OCT-2024
